наименование_материала,диаметр,толщина,длина,ширина
SUS 304,8,0,25,0
Д16,0,55,660,170
Д16,0,55,660,170
Д16,0,55,260,160
Д16,0,55,260,160
Д16,0,45,125,55
Д16,0,45,125,55
Д16,0,40,130,55
Д16,0,40,130,55
Д16,0,20,130,55
Д16,0,160,560,225
Д16,0,160,560,225
Д16,0,45,660,170
Д16,0,45,660,170
Д16,0,45,315,90
Д16,0,45,315,90
Д16,0,45,260,160
Д16,0,45,260,160
Д16,0,45,125,50
Д16,0,45,125,50
Д16,0,40,140,55
Д16,0,30,260,120
Д16,0,30,250,120
Д16,0,60,270,190
Д16,0,60,280,270
Д16,0,60,280,270
Д16,0,60,270,170
Д16,0,20,260,70
Д16,0,60,270,170
Д16,0,20,260,70
Д16,0,20,260,70
Д16,0,20,260,70
Д16,0,60,270,160
Д16,0,60,270,160
Д16,0,60,280,270
Д16,0,60,280,270
Д16,0,60,270,170
Д16,0,20,260,70
Д16,0,60,270,170
Д16,0,20,260,70
Д16,0,60,270,125
Д16,0,60,270,125
Д16,0,60,280,270
Д16,0,60,280,270
Д16,0,60,270,200
Д16,0,50,195,190
Д16,0,50,195,190
Д16,0,50,145,90
Д16,0,50,145,90
Д16,0,40,140,55
Д16,0,20,140,55
Д16,0,20,140,55
Д16,0,50,130,92
Д16,0,30,260,120
Д16,0,30,260,120
Д16,0,25,75,30
Д16,0,30,120,85
Д16,0,25,85,85
Д16,0,12,85,30
Д16,0,25,95,85
Д16,0,25,85,85
Д16,0,30,120,85
Д16,0,25,85,85
Д16,0,12,85,30
Д16,0,25,95,85
Д16,0,25,85,85
Д16,0,30,85,60
Д16,0,20,40,30
Д16,0,15,55,30
Д16,0,20,40,30
Д16,0,25,55,35
Д16,0,30,85,60
Д16,0,20,40,30
Д16,0,15,55,30
Д16,0,20,40,30
Д16,0,25,55,35
Д16,0,90,240,130
Д16,0,90,240,130
Д16,0,90,275,120
Д16,0,90,275,120
Д16,0,90,170,120
Д16,0,25,120,85
Д16,0,90,170,120
Д16,0,25,120,85
Д16,0,60,270,220
Д16,0,60,270,220
Д16,0,60,280,270
Д16,0,60,280,270
Д16,0,60,270,170
Д16,0,20,260,70
Д16,0,60,270,170
Д16,0,20,260,70
Д16,0,60,270,190
SUS 420 J2,12,0,175,0
A6061T6,0,5,80,20
A6061T6,18,0,175,0
S 10 C,10,0,21,0
A6061T6,55,0,55,0
A6061T6,18,0,10,0
С1220,0,8.0,135,40
SUS 304,0,0.1,10,10
C1720,25,0.0,11,0
C1720,25,0.0,10,0
C1720,50,0.0,10,0
C1720,25,0.0,10,0
C1220,0,0.1,40,15
"Ti-5Al-2,5Sn",0,6.0,42,20
"Ti-5Al-2,5Sn",0,6.0,42,20
"Ti-5Al-2,5Sn",0,6.0,32,20
"Ti-5Al-2,5Sn",0,6.0,35,20
C1220,0,8.0,40,25
ЛС59-1,8.0,0,12,0
Д16,0.0,6,70,45
 Уголок  ст3,40.0,0,52,0
ЛС59-1,35.0,0,31,0
45,25.0,0,17,0
Л63,18.0,0,16,0
"БрОФ 6,5-0,15",18.0,0,39,0
Д16Т,50.0,0,230,0
20,8.0,0,7,0
Д16,30.0,0,10,0
20,20.0,0,12,0
45,8.0,0,31,0
20,8.0,0,18,0
45,26.0,0,28,0
45,18.0,0,45,0
45,0.0,10,32,18
45,14.0,0,115,0
Д16,12.0,0,85,0
45,30.0,0,26,0
проволока,0.5,0,250,0
проволока,0.6,0,150,0
БрАж9-4,45.0,0,14,0
45,25.0,0,11,0
Д16Т,0.0,10,32,30
Л63,22.0,0,27,0
25Х13Н2,10.0,0,28,0
45,6.0,0,13,0
45,10.0,0,23,0
20,8.0,0,9,0
ЛС59-1,6.0,0,10,0
Д16Т,50.0,0,10,0
45,20.0,0,11,0
40Х13,50.0,0,9,0
Д16Т,35.0,0,31,0
45,0.0,5,25,20
25Х13Н2,12.0,0,23,0
45,40.0,0,15,0
Д16,50.0,0,15,0
ВТ1-0,30.0,0,31,0
45,15.0,0,28,0
Д16,55.0,0,8,0
45,16.0,0,19,0
20,8.0,0,16,0
20,8.0,0,16,0
45,15.0,0,25,0
45,25.0,0,80,0
45,8.0,0,30,0
40Х,6.0,0,17,0
Д16Т,30.0,0,15,0
А12,12.0,0,10,0
ВТ1-0,0.0,14,50,50
Д16Т,30.0,0,15,0
40Х,38.0,0,17,0
40Х,30.0,0,22,0
40Х,35.0,0,22,0
БрАЖ9-4,45.0,0,9,0
Д16Т,25.0,0,9,0
45,30.0,0,62,0
45,20.0,0,192,0
45,0.0,6,38,20
45,25.0,0,27,0
45,70.0,0,14,0
45,10.0,0,8,0
45,6.0,0,12,0
20,20.0,0,9,0
45,6.0,0,19,0
20,6.0,0,48,0
45,18.0,0,16,0
30ХГСА,8.0,0,20,0
20,28.0,0,8,0
45,25.0,0,25,0
Д16Т,35.0,0,26,0
45,30.0,0,18,0
20,6.0,0,12,0
45,18.0,0,14,0
45,12.0,0,22,0
45,16.0,0,11,0
проволока,0.5,0,200,0
20,0.0,12,20,20
20,25.0,0,12,0
45,12.0,0,103,0
45,28.0,0,59,0
40Х,10.0,0,38,0
45,8.0,0,37,0
45,8.0,0,36,0
40Х,10.0,0,12,0
45,38.0,0,17,0
12Х18Н9Т,20,0,55,0
12Х18Н10Т,8,0,20,0
ЛС59-1,150,0,80,0
ЛС59-1,150,0,55,0
S 10 C,0,6,88,24
Д16Т,0.0,60,70,70
Д16Т,0.0,50,100,85
40Х13,0.0,12,220,60
Д16Т,0.0,20,185,95
40Х13,0.0,10,110,52
40Х13,100.0,0,23,0
Д16Т,0.0,20,150,70
Д16Т,0.0,20,150,70
проволока,0.9,0,23,0
12Х18Н10Т,0.0,15,70,20
12Х18Н10Т,0.0,15,70,20
Д16Т,0.0,60,200,85
45,0.0,6,65,60
Труба Д16Т 52х10,52.0,0,390,0
Д16Т,0.0,20,90,30
Д16Т,0.0,70,140,80
ВТ1-0,8.0,0,25,0
ВТ1-0,12.0,0,24,0
Д16Т,0.0,12,60,60
20,0.0,6,20,12
20,6.0,0,21,0
Д16Т,0.0,12,75,75
Д16Т,30.0,0,10,0
Д16Т,45.0,0,12,0
Д16Т,35.0,0,9,0
40Х13,4.0,0,410,0
40Х13,10.0,0,62,0
40Х,50.0,0,6,0
проволока,1.0,0,300,0
проволока,0.5,0,100,0
проволока,0.6,0,200,0
Труба Д16Т 25х5,25.0,0,370,0
Д16Т,30.0,0,7,0
Д16Т,30.0,0,8,0
Д16Т,12.0,0,7,0
Д16Т,35.0,0,6,0
40Х13,45.0,0,22,0
45,36.0,0,7,0
40Х,24.0,0,18,0
40Х,24.0,0,19,0
12Х18Н10Т,0.0,3,40,26
12Х18Н10Т,0.0,3,40,30
ЛС59-1,0.0,6,40,30
ЛС59-1,0.0,6,40,35
Д16,0.0,15,125,105
40Х13,15.0,0,8,0
Д16,18.0,0,8,0
Д16,0.0,70,115,90
Д16Т,55.0,0,48,0
Д16Т,50.0,0,31,0
Д16Т,50.0,0,17,0
Д16Т,35.0,0,14,0
Д16Т,70.0,0,49,0
Д16Т,60.0,0,31,0
ВТ1-0,0.0,30,70,65
А12,15.0,0,10,0
Д16Т,15.0,0,8,0
40Х13,12.0,0,7,0
Д16Б,0.0,50,175,105
Д16Б,0.0,15,205,100
Д16Б,0.0,18,225,190
Д16Б,0.0,18,190,110
Д16Т,110.0,0,25,0
Д16Б,0.0,15,175,100
Сталь 20,8.0,0,15,0
Сталь 45,8.0,0,15,0
Сталь 45,8.0,0,17,0
Сталь 45,25.0,0,35,0
Сталь 45,8.0,0,30,0
Сталь 45,16.0,0,25,0
40Х13,15.0,0,20,0
40Х13,12.0,0,11,0
Сталь 20,0.0,0,0,0
Сталь 45,0.0,4,58,38
Сталь 45,5.0,0,21,0
Д16Т,5.0,0,11,0
Д16Т,5.0,0,13,0
Д16Т,5.0,0,15,0
20Х13 (40Х13),5.0,0,13,0
20Х13 (40Х13),5.0,0,15,0
Сталь 45,6.0,0,50,0
Д16Т,18.0,0,10,0
40Х13,8.0,0,20,0
В95Т1,0.0,50,85,60
Сталь 45,0.0,8,25,20
Сталь 45,0.0,10,38,22
Сталь 45,0.0,16,60,25
Д16Т,10.0,0,65,0
Д16Т,10.0,0,70,0
Д16Т,10.0,0,38,0
Д16Т,10.0,0,35,0
Д16Т,10.0,0,30,0
Сталь 20,20.0,0,35,0
Сталь 20,32.0,0,20,0
Сталь 45,12.0,0,10,0
40Х13,16.0,0,25,0
20Х13 (40Х13),20.0,0,15,0
20Х13 (40Х13),12.0,0,15,0
20Х13 (40Х13),14.0,0,16,0
40Х13,20.0,0,12,0
12Х18Н10Т,10.0,0,16,0
Сталь 45,40.0,0,12,0
В95Т1,65.0,0,11,0
Д16Т,80.0,0,20,0
В95Т1,75.0,0,10,0
Сталь 45,35.0,0,10,0
В95Т1,70.0,0,10,0
Сталь 45,70.0,0,7,0
Сталь 45,0.0,3,58,52
Сталь 45,30.0,0,6,0
Сталь 20,0.0,4,150,140
Сталь 20 ,0.0,4,75,25
АМг2М (АМцМ),0.0,10,170,100
Д16Т,30.0,0,40,0
В95Т1,60.0,0,30,0
В95Т1,40.0,0,20,0
В95Т1,75.0,0,32,0
В95Т1,40.0,0,40,0
В95Т1,60.0,0,65,0
В95Т1,50.0,0,20,0
Д16Т,30.0,0,15,0
А12 (А20),3.5,0,8,0
Д16Т,8.0,0,10,0
Д16Т,150,0,140,0
Д16Т,6,0,25,0
Д16Т,0,60,665,90
Д16Т,0,60,545,105
30ХГСА,30,0,21,0
30ХГСА,24,0,19,0
30ХГСА,18,0,183,0
30ХГСА,18,0,43,0
30ХГСА,18,0,43,0
30ХГСА,18,0,38,0
30ХГСА,18,0,6,0
Д16Т,0,60,665,100
Д16Т,0,60,545,60
30ХГСА,18,0,19,0
30ХГСА,24,0,19,0
30ХГСА,18,0,123,0
Д16Т,0,60,665,90
Д16Т,0,60,545,105
Д16Т,0,60,665,100
Д16Т,0,60,545,60
Д16Т,0,110,920,350
30ХГСА,40,0,28,0
30ХГСА,18,0,25,0
30ХГСА,18,0,52,0
ст3,0,5,40,16
30ХГСА,18,0,52,0
Д16Т,0,140,920,150
30ХГСА,20,0,21,0
30ХГСА,20,0,187,0
Д16Т,0,140,920,150
Д16Т,0,45,290,145
Д16Т,0,45,290,60
Д16Т,0,45,240,60
Д16Т,0,45,240,50
Д16Т,0,45,560,50
Д16Т,0,45,560,50
Д16Т,0,45,560,50
Д16Т,0,45,560,50
20,0,0,0,0
12Х18Н10Т,0,0,0,0
ВТ1-0,0,90,820,820
ВТ1-0,0,60,860,860
ВТ1-0,0,90,820,820
ВТ1-0,0,60,860,860
Д16,0,100,315,155
Д16,0,80,225,155
Д16,0,80,95,85
SUS 304,120,0,65,0
A6061T6,85,0,20,0
SUS 304,10,0,30,0
SUS 420 J2,30,0,20,0
SUS 304,25,0,10,0
SUS 304,150,0,80,0
A6061T6,0,4,270,70
SUS 304,16,0,25,0
SUS 304,0,5,640,640
SUS 304,0,3,1030,700
S 10 C,0,3,250,70
Laiton HR CuZn23Al4,12,0,110,0
PETP blanc (DELRIN White),15,0,25,0
"316L (1,4404 )",30,0,100,0
"316L (1,4404 )",35,0,15,0
Bronze UE9P ETIRE (CuSn8P),40,0,30,0
"316L (1,4404 )",40,0,185,0
"316L (1,4404 )",40,0,150,0
"316L (1,4404 )",35,0,20,0
Laiton ,30,0,50,0
PTFE,15,0,10,0
Laiton,15,0,35,0
Laiton HR CuZn23Al4,20,0,35,0
"316L (1,4404 )",55,0,60,0
INOX,30,0,20,0
PEND1000,25,0,25,0
PEND1000,25,0,10,0
INOX,75,0,85,0
"316L (1,4404 )",38,0,70,0
20.0,160,0,60,0
20.0,250,0,60,0
12Х18Н10Т,105,0,20,0
12Х18Н10Т,105,0,22,0
AW6082T651,0,80,238,130
AW6082T651,0,55,580,345
AW6082T6,0,8,690,610
AW6082T651,0,25,688,350
AW6082T651,0,100,610,145
AW6082T651,0,150,295,160
AW6082T651,0,15,450,140
AW6082T6,150,0,130,0
AW6082T651,0,80,135,95
AW6082T651,0,90,1080,165
AW5754 H111,0,6,740,122
AW5754 H111,0,6,495,285
AW5754 H14,0,6,365,355
AW6082T6,250,0,55,0
AW6082T651,0,130,235,230
AW6082T6,0,8,420,155
AW6082T651,0,55,1125,140
AW6082T651,0,40,830,30
AW6082T651,0,40,755,35
AW6082T651,0,110,810,440
AW6082T6,0,8,620,58
AW6082T651,0,35,210,88
AW6082T651,0,20,340,58
AW6082T651,0,55,365,365
AW6082T6,0,20,430,145
AW6082T6,0,8,220,160
AW6082T651,0,25,365,365
AW6082T651,0,16,740,190
AW6082T651,0,16,740,185
AW6082T651,0,16,740,185
AW6082T651,0,40,188,170
AW6082T651,0,150,715,510
AW6082T651,0,65,115,110
AW6082T6,0,12,210,100
AW6082T651,0,25,300,220
AW6082T651,0,35,145,110
AW6082T651,0,50,880,310
AW6082T651,0,55,1250,535
AW5754 H14,0,15,445,30
AW5754 H14,0,15,210,30
AW5754 H12,0,45,240,110
AW6082T6,35,0,25,0
AW6082T651,0,80,238,130
AW6082T651,0,55,580,345
AW6082T6,0,10,690,610
AW6082T651,0,25,688,350
AW6082T651,0,100,610,145
AW6082T651,0,150,295,160
AW6082T651,0,15,450,140
AW6082T6,150,0,130,0
AW6082T651,0,80,135,95
AW6082T651,0,90,1080,165
AW5754 H111,0,6,740,122
AW5754 H111,0,6,495,285
AW5754 H14,0,6,365,355
AW6082T6,250,0,55,0
AW6082T651,0,130,235,230
AW6082T6,0,8,420,155
AW6082T651,0,55,1125,140
AW6082T651,0,40,830,30
AW6082T651,0,40,755,35
AW6082T651,0,110,810,440
AW6082T6,0,8,620,58
AW6082T651,0,35,210,88
AW6082T651,0,20,340,58
AW6082T651,0,55,365,365
AW6082T6,0,25,395,145
AW6082T6,0,8,220,160
AW6082T651,0,30,365,365
AW6082T651,0,20,740,190
AW6082T651,0,20,740,185
AW6082T651,0,20,740,185
AW6082T651,0,40,188,170
AW6082T651,0,150,715,510
AW6082T651,0,65,115,110
AW6082T6,0,12,210,100
AW6082T651,0,25,300,220
AW6082T651,0,35,145,110
AW6082T651,0,50,880,310
AW6082T651,0,55,1250,535
AW5754 H14,0,15,445,30
AW5754 H14,0,15,210,30
AW5754 H12,0,45,240,110
AW6082T6,35,0,25,0
Д16Т,90,0,40,0
Д16Т,55,0,28,0
Д16Т,50,0,11,0
Д16АТ,0,6,240,38
Д16Т,90,0,40,0
Д16Т,0,12,85,85
Д16Т,70,0,20,0
Д16Т,65,0,70,0
Д16Т,45,0,15,0
Ф-4,30,0,13,0
Д16Т,130,0,100,0
Д16Т,0,8,32,22
Д16Т,0,40,85,85
Д16Т,65,0,98,0
Д16Т,35,0,30,0
Д16Т,35,0,9,0
Д16Т,40,0,10,0
Д16Т,30,0,13,0
Д16Т,40,0,7,0
AU4G,25,0,13,0
AU4G,0,6,45,40
AU4G,85,0,50,0
AU4G,0,1,220,45
AU4G,75,0,11,0
AU4G,75,0,11,0
INOX,16,0,22,0
INOX,16,0,20,0
DELRIN NOIR,0,8,10,40
DELRIN NOIR,0,8,60,60
INOX316L,16,0,15,0
DELRIN NOIRE,0,6,85,85
INOX,16,0,25,0
DELRIN NOIRE,0,6,45,40
INOX,6,0,41,0
AU4G,0,20,28,28
AU4G,0,6,110,80
AU4G,85,0,23,0
AU4G,0,20,85,65
AU4G,0,12,85,47
AU4G,50,0,14,0
AU4G,0,10,110,80
A6061T6 (Амг),0,12,300,300
A6061T6(Амг),0,2,250,250
S 10 C,0,6,80,30
SUS 420 J2,15,0,30,0
C3710,16,0,20,0
S 10 C,0,20,45,35
TRA-0128988 Spur Gear GEAHBG1.5-120-15-A-45,0,0,0,0
Д16Т,0,40,100,50
Д16Т,0,50,50,60
Д16Т,55,0,68,0
25Х13Н2,55,0,55,0
25Х13Н2,45,0,57,0
SUS 420 J2,40,0.0,21,0
SUS 304,0,10.0,1310,80
SUS 304,70,0.0,51,0
SUS 304,0,30.0,155,50
SUS 304,45,0.0,30,0
A6061T6,0,16.0,190,57
TRA-0132160 Pulley AL32 AT5/27-2 bore=10mm,0,0.0,0,0
SUS 304,20,0.0,65,0
A6061T6,65,0.0,40,0
SUS 304,0,20.0,108,68
SUS 304,20,0.0,60,0
SUS 304,10,0.0,75,0
SUS 420 J2,25,0.0,160,0
SUS 420 J2,16,0.0,75,0
SUS 304,20,0.0,11,0
SUS 304,20,0.0,10,0
SUS 420 J2,25,0.0,130,0
SUS 304,100,0.0,110,0
SUS 304,100,0.0,110,0
SUS 304,75,0.0,130,0
SUS 420 J2,18,0.0,160,0
SUS 420 J2,40,0.0,21,0
SUS 304,100,0.0,110,0
SUS 304,100,0.0,110,0
A6061T6,150,0.0,60,0
SUS 304,0,10.0,200,60
SUS 304,0,10.0,135,70
SUS 304,0,0.1,90,40
SUS 304,0,0.2,90,40
SUS 304,20,0.0,10,0
A6061T6,85,0.0,45,0
SUS 304,16,0.0,8,0
A6061T6,0,45.0,1445,110
D16T,6,0,15,0
D16T,6,0,15,0
D16T,6,0,10,0
D16T,6,0,10,0
Д16 Т,0,0,0,0
ЛС 59,15,0,55,0
Ст.8,20,0,8,0
Сталь со специальной отделкой поверхности 4-б-3-А75 ,4,0,5.0,0
Сталь 45,50,0,42.0,0
ЛС59-1,30,0,60.0,0
ЛС 59-1,0,20,35.0,35
95Х18,36,0,75.0,0
Д16,0,30,40.0,35
ЛС 59-1,0,30,50.0,35
Д16,0,8,90.0,50
Д16,0,8,90.0,50
Сталь 45,0,8,35.0,20
Д16,0,16,58.0,44
Д16,0,25,83.0,59
Сталь 45,0,12,67.0,29
95Х18,53,0,10.0,0
Сталь 45,0,25,54.0,44
Сталь 45,60,0,10.0,0
Д16,0,20,53.0,49
ВТ1-0,25,0,12.5,0
Д16,0,16,26.0,29
Сталь 45,0,10,95.0,45
Сталь 40 Х,0,5,101.0,19
12Х18H10T,0,2,55.0,55
12Х18H10T,0,2,60.0,55
Д16,30,0,15.0,0
Сталь 45,70,0,74.0,0
95Х18,30,0,10.0,0
Сталь 45,30,0,14.0,0
Д16,0,50,58.0,53
Д16Т,0,20,345.0,223
Д16Т,50,0,46.0,0
Д16Т,0,70,117.0,80
95Х18,12,0,950.0,0
Сталь 45,60,0,95.0,0
Д16Т,0,20,35.0,15
Сталь 45,55,0,55.0,0
ЛС59-1,35,0,35.0,0
ВТ1-0,65,0,14.0,0
Сталь со специальной отделкой поверхности 6-б-3-А75,6,0,13.0,0
Сталь со специальной отделкой поверхности 6-б-3-А75,6,0,10.0,0
Д16Т,0,25,37.0,37
Д16Т,0,16,35.0,20
Д16АМ,0,10,330.0,150
Сталь со специальной отделкой поверхности 4-б-3-А75 ,4,0,5.0,0
Сталь 45,50,0,42.0,0
ЛС59-1,30,0,60.0,0
ЛС 59-1,0,20,35.0,35
95Х18,36,0,75.0,0
Д16,0,30,40.0,35
ЛС 59-1,0,30,50.0,35
Д16,0,8,90.0,50
Д16,0,8,90.0,50
Сталь 45,0,12,25.0,14
Сталь 45,0,8,35.0,20
Д16,0,16,58.0,44
Д16,0,25,83.0,59
Сталь 45,0,12,67.0,29
Сталь 45,0,10,156.0,150
Сталь 45,0,10,55.0,45
95Х18,53,0,10.0,0
Сталь 45,0,25,54.0,44
Сталь 45,60,0,10.0,0
Д16,0,20,53.0,49
ВТ1-0,25,0,12.5,0
Д16,0,16,26.0,29
Сталь 45,0,10,95.0,45
Сталь 40 Х,0,5,101.0,19
12Х18H10T,0,2,55.0,55
12Х18H10T,0,2,60.0,55
Д16,30,0,15.0,0
Сталь 45,70,0,74.0,0
95Х18,30,0,10.0,0
Сталь 45,30,0,14.0,0
Д16,0,50,58.0,53
Д16Т,0,20,345.0,223
Д16Т,50,0,46.0,0
Д16Т,0,70,117.0,80
95Х18,12,0,950.0,0
Сталь 45,60,0,95.0,0
Д16Т,0,20,35.0,15
Сталь 45,55,0,55.0,0
ЛС59-1,35,0,35.0,0
95Х18,60,0,10.0,0
95Х18,45,0,7.0,0
ВТ1-0,65,0,14.0,0
Сталь 45,0,12,36.0,110
Сталь со специальной отделкой поверхности 6-б-3-А75,6,0,13.0,0
Сталь со специальной отделкой поверхности 6-б-3-А75,6,0,10.0,0
Д16Т,0,25,37.0,37
Д16Т,32,0,32.0,0
Д16Т,0,16,35.0,20
Д16Т,0,16,35.0,20
Д16АМ,0,10,330.0,150
Сталь 45,0,10,156.0,150
Сталь 45,0,10,55.0,45
Сталь со специальной отделкой поверхности 4-б-3-А75 ,4,0,5.0,0
Сталь 45,50,0,42.0,0
ЛС59-1,30,0,60.0,0
ЛС 59-1,0,20,35.0,35
95Х18,36,0,75.0,0
Д16,0,30,40.0,35
ЛС 59-1,0,30,50.0,35
Д16,0,8,90.0,50
Д16,0,8,90.0,50
Сталь 45,0,12,25.0,14
Сталь 45,0,8,35.0,20
Д16,0,16,58.0,44
Д16,0,25,83.0,59
Сталь 45,0,12,67.0,29
Сталь 45,0,10,156.0,150
Сталь 45,0,10,55.0,45
